Sample	FastQC_mqc-generalstats-fastqc-percent_duplicates	FastQC_mqc-generalstats-fastqc-percent_gc	FastQC_mqc-generalstats-fastqc-avg_sequence_length	FastQC_mqc-generalstats-fastqc-percent_fails	FastQC_mqc-generalstats-fastqc-total_sequences
s_082-T2a_B2_DNA_trimmed_read2	52.547350003824214	48.0	138.34401626493243	27.27272727272727	43542511.0
s_085-T2a_B2_DNA_trimmed_read1	17.057329745863328	51.0	144.1212334464315	9.090909090909092	29900577.0
s_085-T2a_B2_DNA_trimmed_read2	16.40523720732095	51.0	138.53986483270876	9.090909090909092	29900577.0
s_086-T2a_B2_DNA_trimmed_read1	25.15988188154924	50.0	145.53623335777166	27.27272727272727	43427703.0
s_086-T2a_B2_DNA_trimmed_read2	24.560616206536096	50.0	138.20236469794406	18.181818181818183	43427703.0
s_089-T2a_B2_DNA_trimmed_read1	20.034367851057667	48.0	140.65771746961565	0.0	35495177.0
s_089-T2a_B2_DNA_trimmed_read2	17.583370777108826	48.0	136.2824767995945	0.0	35495177.0
s_090-T2a_B2_DNA_trimmed_read1	20.66544110831134	50.0	144.34810050469517	18.181818181818183	37777061.0
s_090-T2a_B2_DNA_trimmed_read2	20.426209916032406	51.0	138.78391482068972	9.090909090909092	37777061.0
s_093-T2a_B2_DNA_trimmed_read1	20.32494201332149	49.0	143.58618533146196	18.181818181818183	33700700.0
s_093-T2a_B2_DNA_trimmed_read2	20.0241798805597	49.0	140.03881147869333	18.181818181818183	33700700.0
s_094-T2a_B2_DNA_trimmed_read1	21.237074066078947	49.0	145.10493259094255	9.090909090909092	38746351.0
s_094-T2a_B2_DNA_trimmed_read2	20.59847247389385	49.0	137.9753720292267	18.181818181818183	38746351.0
s_097-T2a_B2_DNA_trimmed_read1	27.00466790429344	52.0	145.20528487261961	18.181818181818183	28767770.0
s_097-T2a_B2_DNA_trimmed_read2	25.949700756557235	52.0	138.63190097807373	18.181818181818183	28767770.0
s_098-T2a_B2_DNA_trimmed_read1	17.254690544082564	48.0	143.83783507898661	18.181818181818183	32524309.0
s_098-T2a_B2_DNA_trimmed_read2	16.4955666272144	48.0	139.426282661378	9.090909090909092	32524309.0
s_101-T2a_B2_DNA_trimmed_read1	21.734905689325245	50.0	143.6409673272614	9.090909090909092	33800350.0
s_101-T2a_B2_DNA_trimmed_read2	19.57284621146485	50.0	138.51190759858994	9.090909090909092	33800350.0
s_102-T2a_B2_DNA_trimmed_read1	30.39675842640726	49.0	145.18878363884403	18.181818181818183	41555010.0
s_102-T2a_B2_DNA_trimmed_read2	29.69755339507529	49.0	139.3540674397624	27.27272727272727	41555010.0
s_105-T2a_B2_DNA_trimmed_read1	25.80893853370813	48.0	144.29439515245687	18.181818181818183	40261220.0
s_105-T2a_B2_DNA_trimmed_read2	25.557993065305524	48.0	139.5607504193862	18.181818181818183	40261220.0
s_106-T2a-1c_B2_DNA_trimmed_read1	44.75564671103651	48.0	145.21618152864275	18.181818181818183	38676519.0
s_106-T2a-1c_B2_DNA_trimmed_read2	43.1124048172588	48.0	139.03378802006458	27.27272727272727	38676519.0
s_109-T2a_B2_DNA_trimmed_read1	24.92410425805693	48.0	144.8206404588877	9.090909090909092	11593250.0
s_109-T2a_B2_DNA_trimmed_read2	23.961926113010534	49.0	141.83825036120157	9.090909090909092	11593250.0
s_110-T2a_B2_DNA_trimmed_read1	17.144947755125912	47.0	145.23239332918482	9.090909090909092	30912204.0
s_110-T2a_B2_DNA_trimmed_read2	16.774818669209452	47.0	141.08736918273442	9.090909090909092	30912204.0
s_13__octothorp_2_DNA_trimmed_read1	13.852755349918212	47.0	145.87326081839842	9.090909090909092	20159985.0
s_13__octothorp_2_DNA_trimmed_read2	12.618195731969323	48.0	137.77907007371286	9.090909090909092	20159985.0
s_151-T2a_B2_DNA_trimmed_read1	18.815106470223114	51.0	143.36616811215708	9.090909090909092	19359635.0
s_151-T2a_B2_DNA_trimmed_read2	16.18749817524548	51.0	138.150442918991	9.090909090909092	19359635.0
s_152-T2a_B2_DNA_trimmed_read1	52.4366984264032	46.0	143.562967596171	18.181818181818183	6307125.0
s_152-T2a_B2_DNA_trimmed_read2	49.79517819434926	46.0	140.79085922666826	18.181818181818183	6307125.0
s_153-T2a_B2_DNA_trimmed_read1	22.296004066620327	49.0	143.88290595711229	9.090909090909092	19782219.0
s_153-T2a_B2_DNA_trimmed_read2	21.649913050661638	50.0	139.62382723596377	9.090909090909092	19782219.0
s_154-T2a_B2_DNA_trimmed_read1	54.755829949141926	47.0	143.80991511689842	18.181818181818183	7059120.0
s_154-T2a_B2_DNA_trimmed_read2	51.348584664008705	47.0	140.33028706127675	27.27272727272727	7059120.0
s_155-T2a_B2_DNA_trimmed_read1	40.534635493035296	49.0	143.18175603594142	18.181818181818183	8345467.0
s_155-T2a_B2_DNA_trimmed_read2	37.69254086030186	49.0	139.59511073496546	18.181818181818183	8345467.0
s_156-T2a_B2_DNA_trimmed_read1	21.222131996545656	49.0	144.2361167223623	27.27272727272727	23828613.0
s_156-T2a_B2_DNA_trimmed_read2	18.722596617097167	49.0	138.21837494276315	18.181818181818183	23828613.0
s_157-T2a_2_B2_DNA_trimmed_read1	27.125496171361092	49.0	144.2291768502636	27.27272727272727	30635459.0
s_157-T2a_2_B2_DNA_trimmed_read2	23.24015049693513	49.0	138.2138568251907	18.181818181818183	30635459.0
s_158-T2a_B2_DNA_trimmed_read1	19.467863556455384	49.0	144.32990398975107	27.27272727272727	28375304.0
s_158-T2a_B2_DNA_trimmed_read2	17.48337619761935	49.0	138.02190602081302	9.090909090909092	28375304.0
s_159-T2a_B2_DNA_trimmed_read1	21.426534837436066	47.0	144.3213661876712	18.181818181818183	26395378.0
s_159-T2a_B2_DNA_trimmed_read2	18.891118931517596	47.0	137.9887210556333	9.090909090909092	26395378.0
s_160-T2a_B2_DNA_trimmed_read1	61.169762314605315	55.0	145.02071433589902	27.27272727272727	26758280.0
s_160-T2a_B2_DNA_trimmed_read2	59.503048574728375	55.0	137.15333706052854	27.27272727272727	26758280.0
s_161-T2a_B2_DNA_trimmed_read1	35.623791443667244	49.0	144.454888602585	18.181818181818183	17994089.0
s_161-T2a_B2_DNA_trimmed_read2	32.81610326022151	49.0	139.46011770865422	18.181818181818183	17994089.0
s_162-T2a_B2_DNA_trimmed_read1	48.335637982015754	49.0	143.905138915391	27.27272727272727	13997837.0
s_162-T2a_B2_DNA_trimmed_read2	42.92916170726859	49.0	139.08189629583484	18.181818181818183	13997837.0
s_163-T2a_B2_DNA_trimmed_read1	27.081560957512636	49.0	143.74856916182307	9.090909090909092	19108555.0
s_163-T2a_B2_DNA_trimmed_read2	25.3978467444728	50.0	140.5182307087061	9.090909090909092	19108555.0
s_164-T2a_B2_DNA_trimmed_read1	31.109870026603588	50.0	145.07582708716518	18.181818181818183	20655864.0
s_164-T2a_B2_DNA_trimmed_read2	30.033369547702833	50.0	139.94223422462503	18.181818181818183	20655864.0
s_165-T2a_B2_DNA_trimmed_read1	21.105156943831574	52.0	144.3805537418964	27.27272727272727	36281777.0
s_165-T2a_B2_DNA_trimmed_read2	18.826239113685105	52.0	136.4293916474929	18.181818181818183	36281777.0
s_166-T2a_B2_DNA_trimmed_read1	17.259044569539498	50.0	144.37436824713552	18.181818181818183	30225229.0
s_166-T2a_B2_DNA_trimmed_read2	16.26269495107134	50.0	137.61559986857338	18.181818181818183	30225229.0
s_167-T2a_B2_DNA_trimmed_read1	19.592187362035872	51.0	144.52882494270236	9.090909090909092	24573440.0
s_167-T2a_B2_DNA_trimmed_read2	17.32564497760849	51.0	138.78257639142097	9.090909090909092	24573440.0
s_168-T2a_B2_DNA_trimmed_read1	22.2308223963052	51.0	144.84723474868804	18.181818181818183	36268765.0
s_168-T2a_B2_DNA_trimmed_read2	20.13724509553481	51.0	138.298004246905	18.181818181818183	36268765.0
s_169-T2a_B2_DNA_trimmed_read1	30.055259910949175	50.0	144.44063483836408	9.090909090909092	14724882.0
s_169-T2a_B2_DNA_trimmed_read2	26.88145150838244	50.0	139.47693842300401	9.090909090909092	14724882.0
s_170-T2a_B2_DNA_trimmed_read1	16.2415983149171	49.0	144.75935280396683	18.181818181818183	26275810.0
s_170-T2a_B2_DNA_trimmed_read2	14.562439729422422	49.0	138.54073712665755	18.181818181818183	26275810.0
s_171-T2a_B2_DNA_trimmed_read1	25.56850192262698	50.0	144.52876278149316	18.181818181818183	15717256.0
s_171-T2a_B2_DNA_trimmed_read2	22.60604799438653	50.0	139.3829150584555	18.181818181818183	15717256.0
s_172-T2a_B2_DNA_trimmed_read1	22.155316543610994	49.0	144.86927324011822	18.181818181818183	33393010.0
s_172-T2a_B2_DNA_trimmed_read2	19.926356083107038	49.0	139.14078682933945	18.181818181818183	33393010.0
s_19__octothorp_2_trimmed_read1	18.412675946670078	47.0	143.05215246633102	18.181818181818183	39123864.0
s_19__octothorp_2_trimmed_read2	18.473136145871948	47.0	136.0686916302541	9.090909090909092	39123864.0
s_200-T2b_B2_DNA_trimmed_read1	21.430361592053274	50.0	144.40313917371603	18.181818181818183	29917172.0
s_200-T2b_B2_DNA_trimmed_read2	20.087571490512133	50.0	139.4852860424107	9.090909090909092	29917172.0
s_201-T2b_B2_DNA_trimmed_read1	20.44007168470887	51.0	144.65422137344743	27.27272727272727	38692111.0
s_201-T2b_B2_DNA_trimmed_read2	19.57247080262674	51.0	138.20140457055962	18.181818181818183	38692111.0
s_202-T2b_B2_DNA_trimmed_read1	20.59215363576901	52.0	144.52186581575393	18.181818181818183	37029101.0
s_202-T2b_B2_DNA_trimmed_read2	19.478419811575534	52.0	137.9215576419206	9.090909090909092	37029101.0
s_203-T2b_B2_DNA_trimmed_read1	46.26380170703525	50.0	145.09484432095783	9.090909090909092	17159214.0
s_203-T2b_B2_DNA_trimmed_read2	44.89854428657139	50.0	141.26904111109053	18.181818181818183	17159214.0
s_204-T2b_B2_DNA_trimmed_read1	25.638058612685853	48.0	144.53351513670532	27.27272727272727	38168709.0
s_204-T2b_B2_DNA_trimmed_read2	23.953808338942807	49.0	139.15931288113518	18.181818181818183	38168709.0
s_205-T2b_B2_DNA_trimmed_read1	21.64689246309993	49.0	144.47870592304974	27.27272727272727	29960444.0
s_205-T2b_B2_DNA_trimmed_read2	20.219959890404553	50.0	139.24900345268583	9.090909090909092	29960444.0
s_206-T2b_B2_DNA_trimmed_read1	16.815045203300087	50.0	143.75415099561366	18.181818181818183	20726112.0
s_206-T2b_B2_DNA_trimmed_read2	15.284306206912134	50.0	139.24038160172057	9.090909090909092	20726112.0
s_42C__octothorp_2_trimmed_read1	43.72864398230123	49.0	145.5292525289267	18.181818181818183	26128476.0
s_42C__octothorp_2_trimmed_read2	40.31271968385184	49.0	138.11048535704876	18.181818181818183	26128476.0
s_57__octothorp_2_trimmed_read1	27.34018187306546	48.0	145.70758475345232	18.181818181818183	32307563.0
s_57__octothorp_2_trimmed_read2	25.160711497172457	48.0	137.92413243920626	18.181818181818183	32307563.0
s_61-T2a_B2_DNA_trimmed_read1	22.945153205187438	49.0	144.636483228807	27.27272727272727	32175946.0
s_61-T2a_B2_DNA_trimmed_read2	20.968238071225556	50.0	139.1260939460801	18.181818181818183	32175946.0
s_62-T2a_B2_DNA_trimmed_read1	18.530229357948997	49.0	144.47367136110356	18.181818181818183	31269068.0
s_62-T2a_B2_DNA_trimmed_read2	17.821409413964048	49.0	140.27621712294078	18.181818181818183	31269068.0
s_65-T2a_B2_DNA_trimmed_read1	17.93046285780011	50.0	144.2815595852744	9.090909090909092	37987817.0
s_65-T2a_B2_DNA_trimmed_read2	17.567142318890404	50.0	138.90467530682272	9.090909090909092	37987817.0
s_66-T2a_B2_DNA_trimmed_read1	15.744010471423437	49.0	144.18934825555763	18.181818181818183	23326996.0
s_66-T2a_B2_DNA_trimmed_read2	15.05793186294514	49.0	139.7246048312436	18.181818181818183	23326996.0
s_69-T2a_B2_DNA_trimmed_read1	19.868362088391024	50.0	144.50927132200744	18.181818181818183	33100835.0
s_69-T2a_B2_DNA_trimmed_read2	18.425337319751932	50.0	137.80097402376708	18.181818181818183	33100835.0
s_70-T2a_B2_DNA_trimmed_read1	21.866387057764854	48.0	145.3853525275258	27.27272727272727	38627934.0
s_70-T2a_B2_DNA_trimmed_read2	21.480745800917063	48.0	138.99043417646928	18.181818181818183	38627934.0
s_73-T2a_B2_DNA_trimmed_read1	16.43687728255712	48.0	144.39678812167094	27.27272727272727	18894240.0
s_73-T2a_B2_DNA_trimmed_read2	14.867704342351615	48.0	138.75850671950818	27.27272727272727	18894240.0
s_74-T2a_B2_DNA_trimmed_read1	19.99190743728552	52.0	144.30598119146504	9.090909090909092	36201650.0
s_74-T2a_B2_DNA_trimmed_read2	18.83443407745419	52.0	136.2345339508006	9.090909090909092	36201650.0
s_CSCC-302_-_T2a_B4_DNA_trimmed_read1	19.237782804751618	52.0	100.35588467886252	18.181818181818183	26453780.0
s_CSCC-302_-_T2a_B4_DNA_trimmed_read2	18.35381195791338	52.0	99.99412310830436	18.181818181818183	26453780.0
s_CSCC-349-T3_B4_DNA_trimmed_read1	26.502857744868862	51.0	100.44429503130371	18.181818181818183	37921698.0
s_CSCC-349-T3_B4_DNA_trimmed_read2	25.86349313033692	51.0	99.94060590324833	27.27272727272727	37921698.0
s_CSCC-350-T3_B4_DNA_trimmed_read1	23.426301696644202	51.0	100.45222739879192	9.090909090909092	38275454.0
s_CSCC-350-T3_B4_DNA_trimmed_read2	22.683408863621054	51.0	99.93180255941576	18.181818181818183	38275454.0
s_CSCC-359-T2a_B4_DNA_trimmed_read1	36.65956666344725	53.0	100.39608148675453	18.181818181818183	12488410.0
s_CSCC-359-T2a_B4_DNA_trimmed_read2	34.717294715381016	53.0	100.37297005783763	27.27272727272727	12488410.0
s_CSCC-360-T2b_B4_DNA_trimmed_read1	23.553428130461	51.0	100.17718298028008	9.090909090909092	37351872.0
s_CSCC-360-T2b_B4_DNA_trimmed_read2	22.679071569846897	51.0	100.17038463293085	9.090909090909092	37351872.0
s_CSCC-363-T2a_B4_DNA_trimmed_read1	30.31840061570226	52.0	100.34324706005603	27.27272727272727	31308845.0
s_CSCC-363-T2a_B4_DNA_trimmed_read2	28.717293079035173	52.0	100.14705540878305	27.27272727272727	31308845.0
s_CSCC-364-T2b_B4_DNA_trimmed_read1	31.333947682438776	49.0	100.33808596881971	9.090909090909092	31529664.0
s_CSCC-364-T2b_B4_DNA_trimmed_read2	28.984981103949252	49.0	99.91141865641194	9.090909090909092	31529664.0
s_CSCC-373-T2b_B4_DNA_trimmed_read1	24.533267755415437	51.0	100.35712476928153	18.181818181818183	37080906.0
s_CSCC-373-T2b_B4_DNA_trimmed_read2	23.668511854912808	51.0	100.03999344028973	18.181818181818183	37080906.0
s_CSCC-374-T2b_B4_DNA_trimmed_read1	27.106819040297907	52.0	100.50900460652744	9.090909090909092	48781865.0
s_CSCC-374-T2b_B4_DNA_trimmed_read2	26.286111100171667	52.0	100.11733958921005	9.090909090909092	48781865.0
s_CSCC_10C_DNA_combined_trimmed_read1	21.277748971024053	48.0	145.5311504060679	9.090909090909092	25321259.0
s_CSCC_10C_DNA_combined_trimmed_read2	19.547638435266933	48.0	138.37929891242769	9.090909090909092	25321259.0
s_CSCC_10T_DNA_trimmed_read1	27.02003191476055	48.0	145.48402123318172	18.181818181818183	34567217.0
s_CSCC_10T_DNA_trimmed_read2	25.6996460955811	48.0	138.72441701048714	18.181818181818183	34567217.0
s_CSCC_12_DNA_trimmed_read1	33.15916511795439	50.0	145.5446409958316	9.090909090909092	24219677.0
s_CSCC_12_DNA_trimmed_read2	30.897622945755387	50.0	139.16674429638348	9.090909090909092	24219677.0
s_CSCC_14_DNA_trimmed_read1	28.200578695862475	50.0	145.51632114460855	18.181818181818183	25525722.0
s_CSCC_14_DNA_trimmed_read2	26.188803771838238	50.0	138.71342506981782	18.181818181818183	25525722.0
s_CSCC_16_DNA_trimmed_read1	22.63287315841484	46.0	145.75973534546353	9.090909090909092	25335670.0
s_CSCC_16_DNA_trimmed_read2	20.624661450398776	47.0	138.19078295541425	9.090909090909092	25335670.0
s_CSCC_18_DNA_trimmed_read1	20.739598795847527	50.0	142.60986947003343	27.27272727272727	34009202.0
s_CSCC_18_DNA_trimmed_read2	21.403256910306368	50.0	138.63896965297803	27.27272727272727	34009202.0
s_CSCC_1_DNA_trimmed_read1	16.82344606702935	50.0	138.08847572505746	0.0	24633220.0
s_CSCC_1_DNA_trimmed_read2	15.112413634641143	50.0	133.07025658846064	0.0	24633220.0
s_CSCC_29_DNA_trimmed_read1	16.1285734003971	51.0	142.41852214227845	9.090909090909092	24512089.0
s_CSCC_29_DNA_trimmed_read2	14.612239312370562	51.0	134.7084966116107	0.0	24512089.0
s_CSCC_2_DNA_trimmed_read1	16.964001088570456	50.0	142.43932591593773	0.0	25404784.0
s_CSCC_2_DNA_trimmed_read2	15.635818808700947	50.0	134.1405768299388	0.0	25404784.0
s_CSCC_300-T2b_B4_DNA_trimmed_read1	26.20503920341983	51.0	100.37792507379628	9.090909090909092	33722568.0
s_CSCC_300-T2b_B4_DNA_trimmed_read2	24.535451932673936	51.0	99.99748936676471	9.090909090909092	33722568.0
s_CSCC_301-T2b_B4_DNA_trimmed_read1	25.134140996877477	52.0	100.39144425578058	9.090909090909092	44696778.0
s_CSCC_301-T2b_B4_DNA_trimmed_read2	24.157372810252582	52.0	99.96938141715718	9.090909090909092	44696778.0
s_CSCC_303-_T2a_B4_DNA_trimmed_read1	18.382852658717823	50.0	100.32559855287482	9.090909090909092	28836759.0
s_CSCC_303-_T2a_B4_DNA_trimmed_read2	17.69735253134948	51.0	99.98209878578935	9.090909090909092	28836759.0
s_CSCC_304-T2b_B4_DNA_trimmed_read1	25.198986737210944	49.0	100.45329036979938	18.181818181818183	32354570.0
s_CSCC_304-T2b_B4_DNA_trimmed_read2	24.28945569274805	49.0	100.131662853192	18.181818181818183	32354570.0
s_CSCC_305-T2b_B4_DNA_trimmed_read1	32.827181325476985	50.0	100.47678385335091	9.090909090909092	45442791.0
s_CSCC_305-T2b_B4_DNA_trimmed_read2	31.258947802475575	50.0	100.08840680582317	9.090909090909092	45442791.0
s_CSCC_306-T2a_B4_DNA_trimmed_read1	31.00454015728863	50.0	100.43017773551931	27.27272727272727	33102106.0
s_CSCC_306-T2a_B4_DNA_trimmed_read2	29.292419096770317	50.0	100.13885488131783	27.27272727272727	33102106.0
s_CSCC_307-T2a_B4_DNA_trimmed_read1	23.05498089135284	50.0	100.4398818981848	9.090909090909092	34288042.0
s_CSCC_307-T2a_B4_DNA_trimmed_read2	22.416722989111832	50.0	100.0514233504497	9.090909090909092	34288042.0
s_CSCC_30C_DNA_trimmed_read1	16.04614556833488	51.0	142.18063732716396	18.181818181818183	24933097.0
s_CSCC_30C_DNA_trimmed_read2	15.076929528467758	51.0	135.44518115820108	0.0	24933097.0
s_CSCC_310-T2a_B4_DNA_trimmed_read1	28.514806639422417	51.0	100.44519379875666	18.181818181818183	30800146.0
s_CSCC_310-T2a_B4_DNA_trimmed_read2	27.05627537202939	51.0	100.01888708579499	27.27272727272727	30800146.0
s_CSCC_311-T2a_B4_DNA_trimmed_read1	38.77957065892416	51.0	100.43941760767214	27.27272727272727	34926559.0
s_CSCC_311-T2a_B4_DNA_trimmed_read2	37.39156084971603	51.0	100.05522058442688	36.36363636363637	34926559.0
s_CSCC_316-T2b_B4_DNA_trimmed_read1	30.034411401862613	50.0	100.46962348730729	18.181818181818183	47326532.0
s_CSCC_316-T2b_B4_DNA_trimmed_read2	29.468726521217164	51.0	99.9340605814937	27.27272727272727	47326532.0
s_CSCC_317-T2b_B4_DNA_trimmed_read1	26.730497548552464	50.0	100.48075015947182	9.090909090909092	44112807.0
s_CSCC_317-T2b_B4_DNA_trimmed_read2	26.0348815888229	50.0	99.92340990678738	18.181818181818183	44112807.0
s_CSCC_320-T2a_B4_DNA_trimmed_read1	24.656235977432843	50.0	100.46270752958904	18.181818181818183	35712799.0
s_CSCC_320-T2a_B4_DNA_trimmed_read2	24.00832540019924	50.0	100.1004075597659	18.181818181818183	35712799.0
s_CSCC_321-T2a_B4_DNA_trimmed_read1	27.871660801888225	48.0	100.45976447033826	9.090909090909092	39785732.0
s_CSCC_321-T2a_B4_DNA_trimmed_read2	26.446599443621196	48.0	99.940641735585	9.090909090909092	39785732.0
s_CSCC_322-T2b_B4_DNA_trimmed_read1	19.37320251636892	50.0	100.38975919139996	9.090909090909092	32523174.0
s_CSCC_322-T2b_B4_DNA_trimmed_read2	18.978441592306936	50.0	99.8095552113087	18.181818181818183	32523174.0
s_CSCC_323-T2b_B4_DNA_trimmed_read1	21.481364533536038	51.0	100.46546540607433	9.090909090909092	39237004.0
s_CSCC_323-T2b_B4_DNA_trimmed_read2	20.92027787495209	51.0	99.96079794981289	9.090909090909092	39237004.0
s_CSCC_35_DNA_trimmed_read1	23.44767202248731	48.0	143.9612185532226	9.090909090909092	17284760.0
s_CSCC_35_DNA_trimmed_read2	21.86906761386699	48.0	136.6763752577415	9.090909090909092	17284760.0
s_CSCC_366-T2a_B4_DNA_trimmed_read1	27.54030297892494	50.0	100.45933399523462	18.181818181818183	41613456.0
s_CSCC_366-T2a_B4_DNA_trimmed_read2	26.46160242381329	50.0	100.25749704614776	18.181818181818183	41613456.0
s_CSCC_367-T2a_B4_DNA_trimmed_read1	40.22850608622166	52.0	100.44834873953536	18.181818181818183	44921411.0
s_CSCC_367-T2a_B4_DNA_trimmed_read2	38.41917785093153	52.0	100.31953012339706	18.181818181818183	44921411.0
s_CSCC_36_DNA_trimmed_read1	22.661193544111143	49.0	144.1840132780521	18.181818181818183	18639481.0
s_CSCC_36_DNA_trimmed_read2	21.414686939074286	49.0	136.26507315305614	9.090909090909092	18639481.0
s_CSCC_380-T2b_B4_DNA_trimmed_read1	22.140713431230026	51.0	100.39982195058697	18.181818181818183	32667336.0
s_CSCC_380-T2b_B4_DNA_trimmed_read2	21.40204886195872	51.0	100.24177980108325	9.090909090909092	32667336.0
s_CSCC_381-T2b_B4_DNA_trimmed_read1	25.461072445829018	50.0	100.03497425960806	9.090909090909092	39714236.0
s_CSCC_381-T2b_B4_DNA_trimmed_read2	24.512107147319043	50.0	100.1570895131912	9.090909090909092	39714236.0
s_CSCC_39C_DNA_combined_trimmed_read1	21.61368798203162	48.0	138.96143314732345	18.181818181818183	31916942.0
s_CSCC_39C_DNA_combined_trimmed_read2	22.561975246419692	48.0	137.48196565949206	9.090909090909092	31916942.0
s_CSCC_39T_DNA_trimmed_read1	15.988845187153998	50.0	142.82346486003505	27.27272727272727	29843826.0
s_CSCC_39T_DNA_trimmed_read2	16.48768811902552	50.0	138.58477046475207	27.27272727272727	29843826.0
s_CSCC_41_DNA_trimmed_read1	22.300287537934025	50.0	144.97455716436335	18.181818181818183	26226322.0
s_CSCC_41_DNA_trimmed_read2	20.68479582707603	50.0	138.31902620580956	18.181818181818183	26226322.0
s_CSCC_48_DNA_trimmed_read1	15.696509417520815	49.0	145.64800537217667	18.181818181818183	27457027.0
s_CSCC_48_DNA_trimmed_read2	14.06720911397943	49.0	136.82733735156395	18.181818181818183	27457027.0
s_CSCC_4_DNA_trimmed_read1	28.717205417563164	51.0	145.48491757627434	9.090909090909092	20284936.0
s_CSCC_4_DNA_trimmed_read2	26.891912247255917	51.0	139.33087242671112	18.181818181818183	20284936.0
s_CSCC_52_DNA_trimmed_read1	22.57595081507104	48.0	144.6796789793712	9.090909090909092	23200129.0
s_CSCC_52_DNA_trimmed_read2	20.82110015123007	48.0	135.2206952814788	0.0	23200129.0
s_CSCC_53C_DNA_trimmed_read1	25.003875301435613	48.0	144.5176571061967	18.181818181818183	26498000.0
s_CSCC_53C_DNA_trimmed_read2	23.446048311893435	48.0	135.51476526530305	9.090909090909092	26498000.0
s_CSCC_56_extra_trimmed_read1	17.041525715766042	46.0	145.71179626142768	9.090909090909092	30294666.0
s_CSCC_56_extra_trimmed_read2	14.605474460789253	46.0	135.9571053861429	9.090909090909092	30294666.0
s_CSCC_58_DNA_combined_trimmed_read1	27.037591322547343	47.0	142.6983093606667	18.181818181818183	22676451.0
s_CSCC_58_DNA_combined_trimmed_read2	28.47006339008726	47.0	138.40882596663826	18.181818181818183	22676451.0
s_CSCC_5_DNA_combined_trimmed_read1	20.41759040539739	45.0	145.48940598716098	9.090909090909092	26717638.0
s_CSCC_5_DNA_combined_trimmed_read2	18.48948755293428	45.0	137.92266958628602	18.181818181818183	26717638.0
s_CSCC_6_DNA_trimmed_read1	23.6954788852091	50.0	144.98319827876895	18.181818181818183	21583622.0
s_CSCC_6_DNA_trimmed_read2	21.671688162033377	50.0	138.63311764818712	18.181818181818183	21583622.0
s_CSCC_8_DNA_trimmed_read1	17.046002035717038	51.0	146.2295614319719	0.0	25037028.0
s_CSCC_8_DNA_trimmed_read2	16.23684883616052	51.0	138.6558455814522	0.0	24997308.0
